2026-08-12 01:04:58.064 [info] Starting Excalidraw MCP server...
2026-09-02 14:06:19.404 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.404 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.404 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.404 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.404 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.405 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.405 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.405 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.405 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.406 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.406 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.406 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.406 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.407 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.407 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.407 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.407 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.407 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.408 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.408 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.408 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.408 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.409 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.409 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.409 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.410 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.410 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.410 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.410 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.411 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.411 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.411 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.411 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.412 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.412 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.412 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.412 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.413 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.413 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.413 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.414 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.414 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.414 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.415 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.416 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.416 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.417 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.417 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.417 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.418 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.419 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.419 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.420 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.421 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.421 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.421 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.422 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.422 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.422 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.423 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.423 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.423 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.423 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.424 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.424 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.425 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.425 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.425 [error] Uncaught exception: EPIPE: broken pipe, write
2026-09-02 14:06:19.426 [error] Uncaught exception: EPIPE: broken pipe, write
